sample-id	forward-absolute-filepath	reverse-absolute-filepath
SRR18595834	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595834_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595834_2.fastq.gz
SRR18595835	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595835_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595835_2.fastq.gz
SRR18595836	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595836_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595836_2.fastq.gz
SRR18595837	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595837_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595837_2.fastq.gz
SRR18595838	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595838_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595838_2.fastq.gz
SRR18595839	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595839_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595839_2.fastq.gz
SRR18595840	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595840_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595840_2.fastq.gz
SRR18595841	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595841_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595841_2.fastq.gz
SRR18595842	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595842_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595842_2.fastq.gz
SRR18595843	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595843_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595843_2.fastq.gz
SRR18595844	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595844_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595844_2.fastq.gz
SRR18595845	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595845_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595845_2.fastq.gz
SRR18595846	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595846_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595846_2.fastq.gz
SRR18595847	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595847_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595847_2.fastq.gz
SRR18595848	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595848_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595848_2.fastq.gz
SRR18595849	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595849_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595849_2.fastq.gz
